ID,Nombre,Apellido,Email,Ciudad,Tipo Usuario,Engagement Score,Total Compras,CLV,Riesgo Churn
USER_000045,Elena,Arias,usuario45@example.com,Juliaca,regular,29.10188875997922,1,112.19,0
USER_000046,Óliver,,usuario46@example.com,Juliaca,regular,37.3394415317235,2,330.39,0
USER_000047,Marta,Cabrera,usuario47@example.com,Cajamarca,regular,64.25672000343019,1,229.79,0
USER_000048,Natalia,Guerrero,usuario48@example.com,Pucallpa,occasional,25.40617516971253,0,0,60
USER_000049,Isabel,León,usuario49@example.com,Pucallpa,regular,62.77490689210099,2,266.29,0
USER_000050,María,Domínguez,usuario50@example.com,Tacna,regular,40.63359784124099,1,171.08,0
USER_000051,Juan,Cervantes,usuario51@example.com,Jesús María,occasional,17.668517870933968,0,0,90
USER_000052,Joaquín,Cabrera,usuario52@example.com,Ayacucho,inactive,4.496923531486641,0,0,40
USER_000053,Sara,Márquez,usuario53@example.com,Lince,active,27.460958669528168,5,2397.47,0
USER_000054,Clara,Tapia,usuario54@example.com,La Molina,regular,37.91632643166077,1,68.13,0
USER_000055,Iván,Hernández,usuario55@example.com,Cusco,inactive,1.7824238937557495,0,0,100
USER_000056,Yolanda,Vásquez,usuario56@example.com,Arequipa,occasional,28.749028159872946,0,0,20
USER_000057,Clara,Escobar,usuario57@example.com,Lince,occasional,19.20853084158531,0,0,50
USER_000058,Gloria,Duarte,usuario58@example.com,Ventanilla,occasional,30.98324768619455,0,0,60
USER_000059,Elisa,Castillo,usuario59@example.com,Jesús María,inactive,0,0,0,100
USER_000060,Julia,Vidal,usuario60@example.com,Breña,regular,21.414060426268346,1,106.99,0
USER_000061,Nuria,Crespo,usuario61@example.com,Chiclayo,inactive,0,0,0,100
USER_000062,Eva,Santiago,usuario62@example.com,La Punta,inactive,0,0,0,100
USER_000063,Celia,Cortés,usuario63@example.com,Cajamarca,active,69.48700561607566,7,1426.77,0
USER_000064,Óliver,León,usuario64@example.com,Ayacucho,active,74.65421881518671,3,639.65,0
USER_000065,Miguel,Orozco,usuario65@example.com,Santiago de Surco,active,48.16389048121445,7,1528.82,0
USER_000066,Yolanda,Castro,usuario66@example.com,San Borja,active,76.65205684108132,5,1415.63,0
USER_000067,Ana,Lara,usuario67@example.com,Iquitos,occasional,35.2720905769807,0,0,60
USER_000068,Víctor,Santiago,usuario68@example.com,Sullana,regular,22.770438763110683,1,57.36,0
USER_000069,Silvia,Guerrero,usuario69@example.com,Piura,inactive,0.03641280699749494,0,0,40
USER_000070,Francisco,Márquez,usuario70@example.com,Huancayo,occasional,27.750760151590274,0,0,20
USER_000071,Ana,García,usuario71@example.com,San Isidro,regular,51.71685263534218,2,376.83,0
USER_000072,Beatriz,Pérez,usuario72@example.com,Magdalena del Mar,occasional,6.973642934656574,0,0,100
USER_000073,Sara,Cervantes,usuario73@example.com,Cajamarca,inactive,0,0,0,100
USER_000074,Óliver,Cabrera,usuario74@example.com,Chimbote,regular,13.128716336127866,1,106.22,30
USER_000075,Alberto,Cervantes,usuario75@example.com,La Molina,regular,38.583395655673755,2,234.23,0
USER_000076,Eva,,usuario76@example.com,La Punta,occasional,44.827610509918244,0,0,60
USER_000077,María,Camacho,usuario77@example.com,La Punta,regular,54.90229953923262,2,407.43,0
USER_000078,Patricia,Pimentel,usuario78@example.com,Callao,regular,47.367974739999426,2,191.47,0
USER_000079,Andrés,Domínguez,usuario79@example.com,Lince,regular,30.45272577867125,1,50.53,0
USER_000080,Pedro,Campos,usuario80@example.com,Mi Perú,inactive,0.7956902453904107,0,0,100
USER_000081,Sofía,Fernández,usuario81@example.com,Bellavista,regular,37.30943069695539,2,277.41,0
USER_000082,Isabel,López,usuario82@example.com,Moquegua,regular,27.082059619673785,1,188.55,0
USER_000083,Manuel,Tapia,usuario83@example.com,La Punta,inactive,2.233049915186809,0,0,100
USER_000084,Luis,Fuentes,usuario84@example.com,Sullana,regular,38.867642292491325,2,318.47,0
USER_000085,Miguel,Jiménez,usuario85@example.com,Moquegua,regular,52.750863730052465,1,120.91,0
USER_000086,Celia,Paz,usuario86@example.com,Cusco,regular,69.02592056825586,2,434.28,0
USER_000087,Carmen,Fuentes,usuario87@example.com,Chiclayo,regular,63.14058435039385,1,52.59,0
USER_000088,Silvia,Aguilar,usuario88@example.com,Ventanilla,occasional,18.220226294761744,0,0,90
USER_000089,Teresa,Rodríguez,usuario89@example.com,Huaraz,active,61.15734940766648,4,500.73,0
USER_000090,Diego,Vargas,usuario90@example.com,Bellavista,occasional,29.458089264418195,0,0,60
USER_000091,Sara,Martínez,usuario91@example.com,Trujillo,inactive,9.288556861917234,0,0,100
USER_000092,Carmen,Valencia,usuario92@example.com,Callao,inactive,9.791546726722252,0,0,100
USER_000093,Raúl,Bravo,usuario93@example.com,Breña,occasional,15.800716212312102,0,0,30
USER_000094,Laura,Zamora,usuario94@example.com,Miraflores,occasional,23.808194752717768,0,0,60
USER_000095,Andrés,Cruz,usuario95@example.com,Huaraz,regular,33.95829855784655,2,363.89,0
USER_000096,Pedro,Figueroa,usuario96@example.com,Pucallpa,inactive,13.013249658528206,0,0,90
USER_000097,Ana,Salazar,usuario97@example.com,Pucallpa,active,60.31705247094781,3,681.51,0
USER_000098,Santiago,García,usuario98@example.com,Chimbote,regular,21.942715480413433,1,163.69,0
USER_000099,Fernando,Cifuentes,usuario99@example.com,Puno,regular,57.05711241809872,1,194.17,0
USER_000100,Patricia,Silva,usuario100@example.com,Piura,occasional,46.29367681344483,0,0,60
USER_000101,Miguel,Acosta,usuario101@example.com,Bellavista,occasional,28.97300986650746,0,0,60
USER_000102,Marta,Campos,usuario102@example.com,Tacna,regular,35.51609758428765,2,23.65,0
USER_000103,Adrián,Méndez,usuario103@example.com,San Isidro,inactive,7.433867122624749,0,0,60
USER_000104,Javier,Ramos,usuario104@example.com,Lima,regular,41.25315548401019,1,180.97,0
USER_000105,Clara,Romero,usuario105@example.com,Chimbote,vip,82.85130008156389,16,8341.38,0
USER_000106,Joaquín,Paredes,usuario106@example.com,Breña,inactive,0,0,0,60
USER_000107,Juan,Ramos,usuario107@example.com,Lince,vip,89.7643834758995,19,9087.44,0
USER_000108,María,Figueroa,usuario108@example.com,Miraflores,occasional,29.061235576867148,0,0,0
USER_000109,Julia,Romero,usuario109@example.com,Iquitos,inactive,0,0,0,100
USER_000110,Gonzalo,Vidal,usuario110@example.com,Huancayo,regular,62.817260812193396,1,250.15,0
USER_000111,Manuel,Escobar,usuario111@example.com,Cusco,vip,97.98065210487486,14,5756.14,0
USER_000112,Silvia,Méndez,usuario112@example.com,Ayacucho,inactive,7.531885927517397,0,0,60
USER_000113,Ana,Duarte,usuario113@example.com,Trujillo,occasional,40.61572890778964,0,0,60
USER_000114,Rubén,Duarte,usuario114@example.com,Tumbes,inactive,4.644791468682352,0,0,100
USER_000115,Raúl,Rueda,usuario115@example.com,Pucallpa,inactive,12.03320840771364,0,0,90
USER_000116,Raúl,Vargas,usuario116@example.com,Chiclayo,active,61.24853422385302,4,1944.16,0
USER_000117,Gabriel,Salazar,usuario117@example.com,Rímac,inactive,14.736301349975323,0,0,90
USER_000118,Patricia,Zamora,usuario118@example.com,Puno,inactive,5.5935852418869905,0,0,100
USER_000119,Alberto,Torres,usuario119@example.com,Miraflores,vip,99.53324933858259,9,3155.62,0
USER_000120,Verónica,Domínguez,usuario120@example.com,Tacna,active,83.63665470900331,7,1255.88,0
USER_000121,Elisa,Galindo,usuario121@example.com,Huancayo,regular,61.06745406537813,2,32.09,0
USER_000122,Sergio,Márquez,usuario122@example.com,Barranco,occasional,33.61895554536116,0,0,60
USER_000123,Alicia,Tapia,usuario123@example.com,Mi Perú,occasional,33.23435997841604,0,0,0
USER_000124,Fernando,Rivera,usuario124@example.com,Moquegua,inactive,0,0,0,100
USER_000125,Elena,Rincón,usuario125@example.com,San Borja,vip,85.52323174725797,17,8474.4,0
USER_000126,Javier,Cifuentes,usuario126@example.com,San Borja,occasional,13.025142458708903,0,0,90
USER_000127,Miriam,Nieto,usuario127@example.com,Miraflores,inactive,7.252449448526983,0,0,60
USER_000128,Verónica,Bravo,usuario128@example.com,Lima,inactive,0,0,0,60
USER_000129,Natalia,Rueda,usuario129@example.com,Barranco,regular,38.283639560271666,2,322.1,0
USER_000130,Héctor,,usuario130@example.com,Moquegua,occasional,16.208771752717418,0,0,90
USER_000131,Yolanda,Valdez,usuario131@example.com,Huaraz,occasional,23.05815894691951,0,0,20
USER_000132,Verónica,Sáenz,usuario132@example.com,Callao,active,59.24153973813164,7,228.96,0
USER_000133,Juan,Ocampo,usuario133@example.com,La Punta,inactive,2.0297906731336264,0,0,100
USER_000134,Julia,Ocampo,usuario134@example.com,Moquegua,inactive,6.1520037350792744,0,0,100
USER_000135,Celia,León,usuario135@example.com,Juliaca,occasional,40.708364415704565,0,0,0
USER_000136,Raúl,Camacho,usuario136@example.com,Piura,regular,68.62461079167406,2,284.78,0
USER_000137,Diego,Torres,usuario137@example.com,Magdalena del Mar,occasional,16.55009700134077,0,0,90
USER_000138,Héctor,Rivera,usuario138@example.com,Tacna,regular,37.101824778579044,2,245.98,0
USER_000139,Pablo,Camacho,usuario139@example.com,Iquitos,active,84.46447699033813,6,1447.54,0
USER_000140,Patricia,Domínguez,usuario140@example.com,Callao,regular,69.31147143690234,2,320.57,0
USER_000141,Verónica,Rueda,usuario141@example.com,Ayacucho,occasional,48.94192867295404,0,0,60
USER_000142,Diego,Santiago,usuario142@example.com,Tumbes,regular,41.53405475424298,1,85.24,0
USER_000143,Natalia,García,usuario143@example.com,Callao,occasional,16.068597802795768,0,0,50
USER_000144,Lidia,Cervantes,usuario144@example.com,Jesús María,active,92.45044745888505,3,765.09,0
USER_000145,Carlos,Cifuentes,usuario145@example.com,Juliaca,regular,47.62242321759333,1,192.92,0
USER_000146,Lucía,Bravo,usuario146@example.com,Chimbote,active,60.772642411122355,3,1106.22,0
USER_000147,Fernando,Mendoza,usuario147@example.com,Miraflores,active,45.61553336477593,3,572.83,0
USER_000148,Celia,Rojas,usuario148@example.com,Cusco,inactive,8.237582580696694,0,0,100
USER_000149,Elena,Sánchez,usuario149@example.com,Huancayo,inactive,6.610344593273277,0,0,100
USER_000150,Elisa,Vargas,usuario150@example.com,Iquitos,regular,49.14680531796916,2,192.77,0
USER_000151,Carlos,Flores,usuario151@example.com,Callao,inactive,9.831807103302499,0,0,100
USER_000152,Gloria,Rojas,usuario152@example.com,Moquegua,occasional,23.539280498414566,0,0,60
USER_000153,Alicia,Tapia,usuario153@example.com,Rímac,regular,31.29010425038669,1,189.47,0
USER_000154,Luis,Figueroa,usuario154@example.com,Juliaca,occasional,41.85061478261076,0,0,60
USER_000155,Rosa,Castillo,usuario155@example.com,Mi Perú,active,75.5521568021933,7,3085.64,0
USER_000156,Eva,Soto,usuario156@example.com,Puno,vip,88.00942667203218,19,10122.67,0
USER_000157,Yolanda,Montoya,usuario157@example.com,Arequipa,vip,100,19,13855.25,0
USER_000158,Julia,Paz,usuario158@example.com,Santiago de Surco,regular,40.09548284265583,2,650.67,0
USER_000159,Ana,Méndez,usuario159@example.com,Tacna,vip,94.83597865990318,8,1318.75,0
USER_000160,Laura,Santiago,usuario160@example.com,Barranco,regular,28.39730145196676,2,499.26,0
USER_000161,Celia,Castro,usuario161@example.com,Bellavista,occasional,31.211761837382504,0,0,60
USER_000162,Carmen,Cabrera,usuario162@example.com,Iquitos,inactive,1.9979923361124747,0,0,100
USER_000163,Diego,García,usuario163@example.com,Tumbes,regular,40.44205473064923,2,351.11,0
USER_000164,Miguel,López,usuario164@example.com,Callao,vip,91.10710513178664,9,5942.62,0
USER_000165,Adrián,Castro,usuario165@example.com,San Isidro,inactive,5.20498223679219,0,0,40
USER_000166,Manuel,Vidal,usuario166@example.com,Lima,occasional,16.14229699943468,0,0,90
USER_000167,Iván,Orozco,usuario167@example.com,Breña,regular,48.53336111096313,1,198.77,0
USER_000168,Carlos,Pimentel,usuario168@example.com,La Punta,inactive,6.934186004834172,0,0,100
USER_000169,Rosa,Fernández,usuario169@example.com,Huaraz,active,87.40062013056814,6,-19.31,0
USER_000170,Luis,Galindo,usuario170@example.com,Jesús María,regular,35.8141670383757,2,439.53,0
USER_000171,Carlos,Orozco,usuario171@example.com,Mi Perú,regular,39.32057633131673,1,117.41,0
USER_000172,Ramón,Orozco,usuario172@example.com,Cajamarca,occasional,42.16912087065771,0,0,0
USER_000173,Gloria,Lara,usuario173@example.com,Jesús María,regular,49.44098603004713,1,137.36,0
USER_000174,Patricia,Méndez,usuario174@example.com,Magdalena del Mar,active,77.92317505350817,7,1266.53,0
USER_000175,Julia,Cifuentes,usuario175@example.com,Tacna,occasional,8.829581499819387,0,0,60
USER_000176,Adrián,Aguilar,usuario176@example.com,Miraflores,regular,52.479819515607794,2,478.05,0
USER_000177,Laura,Ortiz,usuario177@example.com,San Isidro,regular,39.94117226941378,1,167.62,0
USER_000178,Ana,Salgado,usuario178@example.com,Lima,vip,86.5200125973916,13,5840.23,0
USER_000179,David,Salgado,usuario179@example.com,Huaraz,occasional,24.721823017999537,0,0,60
USER_000180,Clara,Tapia,usuario180@example.com,Mi Perú,regular,44.313562877392364,1,243.29,0
USER_000181,Verónica,Castañeda,usuario181@example.com,Moquegua,regular,56.45800187625038,1,70.4,0
USER_000182,Clara,Vidal,usuario182@example.com,Moquegua,occasional,14.997285396202692,0,0,90
USER_000183,Lidia,Alvarez,usuario183@example.com,Callao,regular,51.32568424558856,1,169.82,0
USER_000184,Víctor,Ramos,usuario184@example.com,Tacna,inactive,8.390602659092288,0,0,100
USER_000185,Fernando,López,usuario185@example.com,Tacna,inactive,0,0,0,60
USER_000186,Adrián,Mendoza,usuario186@example.com,Tacna,regular,32.73232390973163,2,310.55,0
USER_000187,Rosa,Cruz,usuario187@example.com,Sullana,inactive,0,0,0,60
USER_000188,Lucía,Crespo,usuario188@example.com,Magdalena del Mar,vip,91.96462738728476,18,9465.27,0
USER_000189,Juan,Rivera,usuario189@example.com,Moquegua,active,42.02105767877535,5,1103.36,0
USER_000190,Manuel,Benítez,usuario190@example.com,Mi Perú,inactive,0,0,0,100
USER_000191,Verónica,Nieto,usuario191@example.com,Lince,inactive,10.02133805396536,0,0,90
USER_000192,Fernando,Lara,usuario192@example.com,Juliaca,vip,95.18495128911138,19,4043.59,0
USER_000193,Jorge,Gómez,usuario193@example.com,Magdalena del Mar,active,78.1310170311982,6,1329.2,0
USER_000194,Jorge,Molina,usuario194@example.com,Huaraz,inactive,8.634170477163252,0,0,100
USER_000195,Javier,Vidal,usuario195@example.com,Bellavista,regular,51.96093523957747,2,500.59,0
USER_000196,Elena,Bravo,usuario196@example.com,Ventanilla,regular,48.33346568443522,1,130.66,0
USER_000197,Miguel,Valencia,usuario197@example.com,Piura,regular,63.10730095679935,1,91.14,0
USER_000198,Lucía,Sánchez,usuario198@example.com,Arequipa,inactive,8.867625533342443,0,0,60
USER_000199,Carmen,Cabrera,usuario199@example.com,Lima,active,71.40321215851696,5,660.45,0
USER_000200,Jorge,Espinoza,usuario200@example.com,Ica,occasional,33.03909019964493,0,0,60
USER_000201,Teresa,González,usuario201@example.com,Huaraz,occasional,32.370008956853965,0,0,60
USER_000202,Mónica,Rojas,usuario202@example.com,Huancayo,regular,57.40010123658016,2,339.07,0
USER_000203,Óscar,Valencia,usuario203@example.com,Barranco,inactive,5.719673352334466,0,0,40
USER_000204,Elisa,Vega,usuario204@example.com,Callao,active,76.04946921992578,5,1213.68,0
USER_000205,Miriam,,usuario205@example.com,Moquegua,inactive,0,0,0,100
USER_000206,Laura,,usuario206@example.com,Barranco,inactive,4.391544474689776,0,0,60
USER_000207,Natalia,Escobar,usuario207@example.com,Bellavista,occasional,35.52733458115118,0,0,60
USER_000208,Andrés,Ramos,usuario208@example.com,Iquitos,inactive,7.964349019682446,0,0,100
USER_000209,Mónica,Márquez,usuario209@example.com,Santiago de Surco,inactive,5.6214150010982,0,0,100
USER_000210,Juan,Sáenz,usuario210@example.com,La Punta,inactive,0,0,0,100
USER_000211,Laura,Ocampo,usuario211@example.com,Puno,inactive,0.7120869529069296,0,0,40
USER_000212,María,Vidal,usuario212@example.com,La Molina,inactive,5.2317660150503595,0,0,100
USER_000213,Inés,Vidal,usuario213@example.com,Tumbes,inactive,0,0,0,100
USER_000214,Lorena,Lara,usuario214@example.com,Mi Perú,active,37.13378471342703,5,1338.93,0
USER_000215,Sara,Salinas,usuario215@example.com,La Molina,inactive,0.9784496951310535,0,0,100
USER_000216,Celia,Díaz,usuario216@example.com,Santiago de Surco,active,78.05535945259396,7,1919.24,0
USER_000217,Juan,Tapia,usuario217@example.com,Miraflores,regular,68.97849136401763,2,299.94,0
USER_000218,Lucía,Castro,usuario218@example.com,Trujillo,regular,43.417235920829086,2,175.06,0
USER_000219,Lidia,Valencia,usuario219@example.com,Magdalena del Mar,regular,58.313584650398724,2,624.83,0
USER_000220,Francisco,Jiménez,usuario220@example.com,Arequipa,occasional,34.1836805128885,0,0,60
USER_000221,Joaquín,Rueda,usuario221@example.com,Piura,regular,43.74947844054485,2,296.09,0
USER_000222,Óscar,Silva,usuario222@example.com,Chimbote,regular,31.85946553559652,2,242,0
USER_000223,Iván,Delgado,usuario223@example.com,Chimbote,inactive,6.898499874492068,0,0,60
USER_000224,Marta,Ponce,usuario224@example.com,La Punta,active,60.23495410095369,3,928.6,0
USER_000225,Diego,Castillo,usuario225@example.com,Cusco,regular,80.26001854275415,2,268.62,0
USER_000226,Fernando,Rojas,usuario226@example.com,Cusco,inactive,0,0,0,100
USER_000227,Rubén,Flores,usuario227@example.com,Jesús María,inactive,5.979179941224031,0,0,100
USER_000228,Pablo,Zamora,usuario228@example.com,Miraflores,regular,25.012459502877846,1,0.97,0
USER_000229,Carlos,Castillo,usuario229@example.com,Callao,regular,36.8121842518714,1,247.93,0
USER_000230,Santiago,Galindo,usuario230@example.com,Trujillo,inactive,2.74368717522219,0,0,100
USER_000231,Silvia,Guerrero,usuario231@example.com,Jesús María,active,59.740716717747006,7,2869.78,0
USER_000232,Mónica,Fuentes,usuario232@example.com,Callao,inactive,10.195264307231444,0,0,50
USER_000233,Verónica,Sáenz,usuario233@example.com,Miraflores,vip,80.82025528863444,17,8517.64,0
USER_000234,Alicia,Castro,usuario234@example.com,San Borja,occasional,27.765949082369243,0,0,60
USER_000235,Javier,Carrillo,usuario235@example.com,Magdalena del Mar,active,69.23238465238806,5,1194.65,0
USER_000236,Patricia,Cabrera,usuario236@example.com,Breña,active,72.86720980233693,4,1263.48,0
USER_000237,Sofía,Rodríguez,usuario237@example.com,Puno,active,25.68109464142747,4,902.01,0
USER_000238,Teresa,Fuentes,usuario238@example.com,Iquitos,active,73.91971172840253,6,1158.31,0
USER_000239,Isabel,Cervantes,usuario239@example.com,Huancayo,occasional,45.73891180974392,0,0,60
USER_000240,Raúl,Paz,usuario240@example.com,Cajamarca,active,75.02670315647241,7,1045.12,0
USER_000241,Natalia,Salazar,usuario241@example.com,Miraflores,inactive,17.02325613170246,0,0,90
USER_000242,Óscar,Castillo,usuario242@example.com,Ica,regular,29.699681367380347,1,163.63,0
USER_000243,Alicia,Vega,usuario243@example.com,Huaraz,regular,41.179171406878,2,-13.84,0
USER_000244,Alberto,Vargas,usuario244@example.com,Lima,regular,42.45958908742726,2,392.23,0
USER_000245,Fernando,Vega,usuario245@example.com,Puno,inactive,4.928058446043421,0,0,100
USER_000246,Carlos,Santiago,usuario246@example.com,Juliaca,regular,53.64859315805699,2,166.56,0
USER_000247,Javier,Santiago,usuario247@example.com,Magdalena del Mar,inactive,2.1930009613994064,0,0,60
USER_000248,Lorena,García,usuario248@example.com,Puno,occasional,23.5524738393849,0,0,60
USER_000249,Gonzalo,Salgado,usuario249@example.com,Ica,active,52.33208743120535,3,664.74,0
USER_000250,Carmen,Castro,usuario250@example.com,Magdalena del Mar,occasional,9.42008136179717,0,0,60
USER_000251,Elisa,Ocampo,usuario251@example.com,Chimbote,occasional,18.463386060626224,0,0,90
USER_000252,Óscar,Acosta,usuario252@example.com,Piura,regular,26.61573317908598,2,68.11,0
USER_000253,Sofía,Vidal,usuario253@example.com,Moquegua,active,54.726804143138665,5,1104.88,0
USER_000254,Ramón,Salazar,usuario254@example.com,Breña,inactive,2.3081051072107925,0,0,100
USER_000255,Alberto,Salgado,usuario255@example.com,Miraflores,regular,45.52045087167141,2,214.49,0
USER_000256,Joaquín,Paz,usuario256@example.com,Chiclayo,active,64.2540783556916,4,724.49,0
USER_000257,Víctor,Camacho,usuario257@example.com,Cajamarca,active,67.47198896449018,6,1215.1,0
USER_000258,Miriam,Guerrero,usuario258@example.com,Cajamarca,occasional,13.52435809319224,0,0,50
USER_000259,Francisco,Campos,usuario259@example.com,San Isidro,active,79.33993593714109,5,1057.93,0
USER_000260,Manuel,Paz,usuario260@example.com,Miraflores,occasional,16.84914131141526,0,0,90
USER_000261,Fernando,Alvarez,usuario261@example.com,Chimbote,occasional,37.8694894631405,0,0,0
USER_000262,Lorena,Ferrer,usuario262@example.com,Barranco,active,97.77179169918804,3,1207.83,0
USER_000263,Nuria,Orozco,usuario263@example.com,San Borja,inactive,4.839871510253809,0,0,100
USER_000264,Beatriz,Mejía,usuario264@example.com,Tacna,regular,44.44269645243893,2,322.01,0
USER_000265,Laura,Martínez,usuario265@example.com,Barranco,regular,46.186426835544964,2,194.18,0
USER_000266,Silvia,Salgado,usuario266@example.com,Tumbes,regular,46.16695385926713,1,312.07,0
USER_000267,Alberto,Camacho,usuario267@example.com,Sullana,active,54.34407071917363,7,2383.18,0
USER_000268,Francisco,Salazar,usuario268@example.com,Moquegua,active,86.9590865150239,6,1659.8,0
USER_000269,Inés,,usuario269@example.com,Chiclayo,inactive,5.099097946138936,0,0,60
USER_000270,Pedro,Vargas,usuario270@example.com,Tumbes,regular,39.98837108262244,2,467.06,0
USER_000271,Juan,Cano,usuario271@example.com,Magdalena del Mar,inactive,4.398751028713103,0,0,60
USER_000272,Inés,Rojas,usuario272@example.com,Cajamarca,inactive,6.18557546873268,0,0,100
USER_000273,Natalia,Acosta,usuario273@example.com,San Isidro,regular,38.13486516035607,2,135.73,0
USER_000274,Óscar,Gómez,usuario274@example.com,San Isidro,occasional,11.589393826017599,0,0,50
USER_000275,Víctor,Mejía,usuario275@example.com,Ica,inactive,5.418100207570473,0,0,100
USER_000276,Gonzalo,Paz,usuario276@example.com,Pucallpa,regular,46.74337511651494,1,224.18,0
USER_000277,Fernando,Campos,usuario277@example.com,Huaraz,occasional,24.903924764951004,0,0,20
USER_000278,Luis,Rodríguez,usuario278@example.com,Tacna,occasional,3.596995324868775,0,0,100
USER_000279,Andrés,Díaz,usuario279@example.com,Chimbote,regular,43.52700850345018,2,319.01,0
USER_000280,Laura,Aguilar,usuario280@example.com,Pucallpa,occasional,28.21526219417772,0,0,60
USER_000281,Manuel,Paz,usuario281@example.com,Moquegua,regular,53.57689949970483,1,162.45,0
USER_000282,Raúl,Tapia,usuario282@example.com,Chimbote,active,67.62923371228393,7,1631.59,0
USER_000283,Pablo,Flores,usuario283@example.com,San Borja,active,47.32066111216355,5,1261.2,0
USER_000284,Marta,Rincón,usuario284@example.com,La Molina,inactive,5.6200354723334,0,0,100
USER_000285,Elena,Santiago,usuario285@example.com,Bellavista,vip,76.51265927214446,12,9723.1,0
USER_000286,Elena,Cano,usuario286@example.com,Pucallpa,vip,93.7286868038604,12,4541.58,0
